year,variable,material,application,level,value
2014,Mechanical recycling,LDPE,Film,Central,51944.0
2015,Mechanical recycling,LDPE,Film,Central,51946.448229
2016,Mechanical recycling,LDPE,Film,Central,49268.62670844705
2017,Mechanical recycling,LDPE,Film,Central,46180.29766534354
2018,Mechanical recycling,LDPE,Film,Central,54793.14552269961
2019,Mechanical recycling,LDPE,Film,Central,60852.3589957215
2020,Mechanical recycling,LDPE,Film,Central,63657.7285050723
2021,Mechanical recycling,LDPE,Film,Central,59372.55707709823
2022,Mechanical recycling,LDPE,Film,Central,99098.31367946818
2023,Mechanical recycling,LDPE,Film,Central,102682.29682671216
2024,Mechanical recycling,LDPE,Film,Central,82912.08859410459
2025,Mechanical recycling,LDPE,Film,Central,97329.05355771465
2026,Mechanical recycling,LDPE,Film,Central,97920.82492104995
2027,Mechanical recycling,LDPE,Film,Central,98402.3517627072
2028,Mechanical recycling,LDPE,Film,Central,98771.96129699952
2029,Mechanical recycling,LDPE,Film,Central,99027.2378341999
2030,Mechanical recycling,LDPE,Film,Central,99267.28162795895
2031,Mechanical recycling,LDPE,Film,Central,99492.01711995112
2032,Mechanical recycling,LDPE,Film,Central,99701.69310575748
2033,Mechanical recycling,LDPE,Film,Central,99896.83694276545
2034,Mechanical recycling,LDPE,Film,Central,100077.63544532975
2035,Mechanical recycling,LDPE,Film,Central,100244.60263861624
2036,Mechanical recycling,LDPE,Film,Central,100398.66802335082
2037,Mechanical recycling,LDPE,Film,Central,100542.4295869851
2038,Mechanical recycling,LDPE,Film,Central,100678.63861031093
2039,Mechanical recycling,LDPE,Film,Central,100808.44084813097
2040,Mechanical recycling,LDPE,Film,Central,100932.62586726127
2041,Mechanical recycling,LDPE,Film,Central,101051.65232333491
2042,Mechanical recycling,LDPE,Film,Central,101164.98728119822
2014,Mechanical recycling,Other,Bottle,Central,0.0
2015,Mechanical recycling,Other,Bottle,Central,0.0
2016,Mechanical recycling,Other,Bottle,Central,0.0
2017,Mechanical recycling,Other,Bottle,Central,0.0
2018,Mechanical recycling,Other,Bottle,Central,0.0
2019,Mechanical recycling,Other,Bottle,Central,0.0
2020,Mechanical recycling,Other,Bottle,Central,0.0
2021,Mechanical recycling,Other,Bottle,Central,0.0
2022,Mechanical recycling,Other,Bottle,Central,0.0
2023,Mechanical recycling,Other,Bottle,Central,0.0
2024,Mechanical recycling,Other,Bottle,Central,127.63475390629046
2025,Mechanical recycling,Other,Bottle,Central,293.9672103445793
2026,Mechanical recycling,Other,Bottle,Central,150.3652086562475
2027,Mechanical recycling,Other,Bottle,Central,0.0105828195723916
2028,Mechanical recycling,Other,Bottle,Central,293.5342069877026
2029,Mechanical recycling,Other,Bottle,Central,318.0688029478685
2030,Mechanical recycling,Other,Bottle,Central,320.0132629647376
2031,Mechanical recycling,Other,Bottle,Central,321.5877632953324
2032,Mechanical recycling,Other,Bottle,Central,322.79570781681537
2033,Mechanical recycling,Other,Bottle,Central,323.63000160363015
2034,Mechanical recycling,Other,Bottle,Central,324.41450185551423
2035,Mechanical recycling,Other,Bottle,Central,325.14896153490633
2036,Mechanical recycling,Other,Bottle,Central,325.834205566186
2037,Mechanical recycling,Other,Bottle,Central,326.4719567899994
2038,Mechanical recycling,Other,Bottle,Central,327.0628263415503
2039,Mechanical recycling,Other,Bottle,Central,327.6084935986152
2040,Mechanical recycling,Other,Bottle,Central,328.11199669721253
2041,Mechanical recycling,Other,Bottle,Central,328.58182505795224
2042,Mechanical recycling,Other,Bottle,Central,329.02697096557483
2014,Mechanical recycling,Other,Film,Central,2715.0
2015,Mechanical recycling,Other,Film,Central,2715.30558
2016,Mechanical recycling,Other,Film,Central,2571.714031871932
2017,Mechanical recycling,Other,Film,Central,2410.5100423893805
2018,Mechanical recycling,Other,Film,Central,2860.081771098901
2019,Mechanical recycling,Other,Film,Central,3176.359397361613
2020,Mechanical recycling,Other,Film,Central,6503.163629962241
2021,Mechanical recycling,Other,Film,Central,9327.410779674308
2022,Mechanical recycling,Other,Film,Central,11374.491978773069
2023,Mechanical recycling,Other,Film,Central,7069.933574935637
2024,Mechanical recycling,Other,Film,Central,22218.272104536634
2025,Mechanical recycling,Other,Film,Central,26081.6418012338
2026,Mechanical recycling,Other,Film,Central,26240.221057203686
2027,Mechanical recycling,Other,Film,Central,26369.257658185194
2028,Mechanical recycling,Other,Film,Central,26468.303355840686
2029,Mechanical recycling,Other,Film,Central,26536.71079462533
2030,Mechanical recycling,Other,Film,Central,26601.03625541348
2031,Mechanical recycling,Other,Film,Central,26661.259492274272
2032,Mechanical recycling,Other,Film,Central,26717.447174478497
2033,Mechanical recycling,Other,Film,Central,26769.740615412986
2034,Mechanical recycling,Other,Film,Central,26818.1898952556
2035,Mechanical recycling,Other,Film,Central,26862.93273313504
2036,Mechanical recycling,Other,Film,Central,26904.2182293688
2037,Mechanical recycling,Other,Film,Central,26942.742565362416
2038,Mechanical recycling,Other,Film,Central,26979.24302929786
2039,Mechanical recycling,Other,Film,Central,27014.026629589207
2040,Mechanical recycling,Other,Film,Central,27047.304973081667
2041,Mechanical recycling,Other,Film,Central,27079.20095020844
2042,Mechanical recycling,Other,Film,Central,27109.571753829703
2014,sent for sorting,LDPE,Bottle,Central,0.0
2015,sent for sorting,LDPE,Bottle,Central,0.0
2016,sent for sorting,LDPE,Bottle,Central,0.0
2017,sent for sorting,LDPE,Bottle,Central,0.0
2018,sent for sorting,LDPE,Bottle,Central,0.0
2019,sent for sorting,LDPE,Bottle,Central,0.0
2020,sent for sorting,LDPE,Bottle,Central,0.0
2021,sent for sorting,LDPE,Bottle,Central,0.0
2022,sent for sorting,LDPE,Bottle,Central,0.0
2023,sent for sorting,LDPE,Bottle,Central,0.0
2024,sent for sorting,LDPE,Bottle,Central,349.01021308375954
2025,sent for sorting,LDPE,Bottle,Central,715.6188197168991
2026,sent for sorting,LDPE,Bottle,Central,681.3399752761756
2027,sent for sorting,LDPE,Bottle,Central,738.3144695232139
2028,sent for sorting,LDPE,Bottle,Central,742.802111709862
2029,sent for sorting,LDPE,Bottle,Central,746.4567804457981
2030,sent for sorting,LDPE,Bottle,Central,749.2606125004129
2031,sent for sorting,LDPE,Bottle,Central,751.1971421957821
2032,sent for sorting,LDPE,Bottle,Central,753.0180931099003
2033,sent for sorting,LDPE,Bottle,Central,754.7228918290658
2034,sent for sorting,LDPE,Bottle,Central,756.3134531350428
2035,sent for sorting,LDPE,Bottle,Central,757.7937760173052
2036,sent for sorting,LDPE,Bottle,Central,759.1652790186837
2037,sent for sorting,LDPE,Bottle,Central,760.4318602443607
2038,sent for sorting,LDPE,Bottle,Central,761.600571695335
2039,sent for sorting,LDPE,Bottle,Central,762.6911186784989
2040,sent for sorting,LDPE,Bottle,Central,763.7243737290482
2041,sent for sorting,LDPE,Bottle,Central,764.7090264984455
2042,sent for sorting,LDPE,Bottle,Central,765.6510680430539
2014,sent for sorting,LDPE,Other,Central,9413.397203999999
2015,sent for sorting,LDPE,Other,Central,9727.165238868
2016,sent for sorting,LDPE,Other,Central,11035.275661390857
2017,sent for sorting,LDPE,Other,Central,11341.361707620259
2018,sent for sorting,LDPE,Other,Central,10490.843336687652
2019,sent for sorting,LDPE,Other,Central,10782.903466563592
2020,sent for sorting,LDPE,Other,Central,13093.910882302654
2021,sent for sorting,LDPE,Other,Central,12711.176007823698
2022,sent for sorting,LDPE,Other,Central,13035.93503980222
2023,sent for sorting,LDPE,Other,Central,14329.74718380739
2024,sent for sorting,LDPE,Other,Central,10819.82499626089
2025,sent for sorting,LDPE,Other,Central,7156.704068067608
2026,sent for sorting,LDPE,Other,Central,2725.6991579654377
2027,sent for sorting,LDPE,Other,Central,2953.4124690661565
2028,sent for sorting,LDPE,Other,Central,2971.2084596842506
2029,sent for sorting,LDPE,Other,Central,2985.8271279800233
2030,sent for sorting,LDPE,Other,Central,2997.0424493705577
2031,sent for sorting,LDPE,Other,Central,3004.788567520241
2032,sent for sorting,LDPE,Other,Central,3012.072371808023
2033,sent for sorting,LDPE,Other,Central,3018.891567316218
2034,sent for sorting,LDPE,Other,Central,3025.2538112770376
2035,sent for sorting,LDPE,Other,Central,3031.175104069222
2036,sent for sorting,LDPE,Other,Central,3036.6611154431334
2037,sent for sorting,LDPE,Other,Central,3041.7274409774427
2038,sent for sorting,LDPE,Other,Central,3046.4022855182066
2039,sent for sorting,LDPE,Other,Central,3050.764475977105
2040,sent for sorting,LDPE,Other,Central,3054.897494284593
2041,sent for sorting,LDPE,Other,Central,3058.8361059938284
2042,sent for sorting,LDPE,Other,Central,3062.6042728037482
2014,sent for sorting,LDPE,PTT,Central,411.069378
2015,sent for sorting,LDPE,PTT,Central,422.83833790799997
2016,sent for sorting,LDPE,PTT,Central,479.7948988585898
2017,sent for sorting,LDPE,PTT,Central,493.1035675626663
2018,sent for sorting,LDPE,PTT,Central,456.1236233771483
2019,sent for sorting,LDPE,PTT,Central,468.82188996965397
2020,sent for sorting,LDPE,PTT,Central,569.3004732520589
2021,sent for sorting,LDPE,PTT,Central,552.6598265324154
2022,sent for sorting,LDPE,PTT,Central,592.5415876083741
2023,sent for sorting,LDPE,PTT,Central,682.3668377983263
2024,sent for sorting,LDPE,PTT,Central,7678.24779579039
2025,sent for sorting,LDPE,PTT,Central,15028.019784313485
2026,sent for sorting,LDPE,PTT,Central,0.2764169206503377
2027,sent for sorting,LDPE,PTT,Central,0.5410087122352796
2028,sent for sorting,LDPE,PTT,Central,9.95100914340123e-06
2029,sent for sorting,LDPE,PTT,Central,1.9476313640469744e-05
2030,sent for sorting,LDPE,PTT,Central,3.5823632916358747e-10
2031,sent for sorting,LDPE,PTT,Central,7.011472910569093e-10
2032,sent for sorting,LDPE,PTT,Central,1.2896507849800617e-14
2033,sent for sorting,LDPE,PTT,Central,2.5241302478048176e-14
2034,sent for sorting,LDPE,PTT,Central,4.6427428258616965e-19
2035,sent for sorting,LDPE,PTT,Central,9.08686889209726e-19
2036,sent for sorting,LDPE,PTT,Central,1.6713874173224382e-23
2037,sent for sorting,LDPE,PTT,Central,3.2712728011550444e-23
2038,sent for sorting,LDPE,PTT,Central,6.016994702321709e-28
2039,sent for sorting,LDPE,PTT,Central,1.1776582084158384e-27
2040,sent for sorting,LDPE,PTT,Central,2.1661180928163745e-32
2041,sent for sorting,LDPE,PTT,Central,4.239569550296996e-32
2042,sent for sorting,LDPE,PTT,Central,7.798025134326008e-37
2014,sent for sorting,Other,Bottle,Central,0.0
2015,sent for sorting,Other,Bottle,Central,0.0
2016,sent for sorting,Other,Bottle,Central,0.0
2017,sent for sorting,Other,Bottle,Central,0.0
2018,sent for sorting,Other,Bottle,Central,0.0
2019,sent for sorting,Other,Bottle,Central,0.0
2020,sent for sorting,Other,Bottle,Central,0.0
2021,sent for sorting,Other,Bottle,Central,0.0
2022,sent for sorting,Other,Bottle,Central,296.2607357295998
2023,sent for sorting,Other,Bottle,Central,682.3450459347878
2024,sent for sorting,Other,Bottle,Central,349.0217670442749
2025,sent for sorting,Other,Bottle,Central,0.024564421653634632
2026,sent for sorting,Other,Bottle,Central,681.3399756921181
2027,sent for sorting,Other,Bottle,Central,738.2887081300233
2028,sent for sorting,Other,Bottle,Central,742.8021117098772
2029,sent for sorting,Other,Bottle,Central,746.456779518388
2030,sent for sorting,Other,Bottle,Central,749.2606125004129
2031,sent for sorting,Other,Bottle,Central,751.1971421957485
2032,sent for sorting,Other,Bottle,Central,753.0180931099005
2033,sent for sorting,Other,Bottle,Central,754.7228918290658
2034,sent for sorting,Other,Bottle,Central,756.3134531350428
2035,sent for sorting,Other,Bottle,Central,757.7937760173052
2036,sent for sorting,Other,Bottle,Central,759.1652790186837
2037,sent for sorting,Other,Bottle,Central,760.4318602443607
2038,sent for sorting,Other,Bottle,Central,761.600571695335
2039,sent for sorting,Other,Bottle,Central,762.6911186784989
2040,sent for sorting,Other,Bottle,Central,763.7243737290482
2041,sent for sorting,Other,Bottle,Central,764.7090264984455
2042,sent for sorting,Other,Bottle,Central,765.6510680430539
2014,Mechanical recycling,LDPE,Bottle,Central,0.0
2015,Mechanical recycling,LDPE,Bottle,Central,0.0
2016,Mechanical recycling,LDPE,Bottle,Central,0.0
2017,Mechanical recycling,LDPE,Bottle,Central,0.0
2018,Mechanical recycling,LDPE,Bottle,Central,0.0
2019,Mechanical recycling,LDPE,Bottle,Central,0.0
2020,Mechanical recycling,LDPE,Bottle,Central,0.0
2021,Mechanical recycling,LDPE,Bottle,Central,0.0
2022,Mechanical recycling,LDPE,Bottle,Central,0.0
2023,Mechanical recycling,LDPE,Bottle,Central,0.0
2024,Mechanical recycling,LDPE,Bottle,Central,0.0
2025,Mechanical recycling,LDPE,Bottle,Central,0.0
2026,Mechanical recycling,LDPE,Bottle,Central,150.36023099053222
2027,Mechanical recycling,LDPE,Bottle,Central,308.3021842916148
2028,Mechanical recycling,LDPE,Bottle,Central,293.5342068085066
2029,Mechanical recycling,LDPE,Bottle,Central,318.0799014455215
2030,Mechanical recycling,LDPE,Bottle,Central,320.01326296473104
2031,Mechanical recycling,LDPE,Bottle,Central,321.58776369487833
2032,Mechanical recycling,LDPE,Bottle,Central,322.79570781681537
2033,Mechanical recycling,LDPE,Bottle,Central,323.63000160364464
2034,Mechanical recycling,LDPE,Bottle,Central,324.4145018555141
2035,Mechanical recycling,LDPE,Bottle,Central,325.14896153490633
2036,Mechanical recycling,LDPE,Bottle,Central,325.834205566186
2037,Mechanical recycling,LDPE,Bottle,Central,326.4719567899994
2038,Mechanical recycling,LDPE,Bottle,Central,327.0628263415503
2039,Mechanical recycling,LDPE,Bottle,Central,327.6084935986152
2040,Mechanical recycling,LDPE,Bottle,Central,328.11199669721253
2041,Mechanical recycling,LDPE,Bottle,Central,328.58182505795224
2042,Mechanical recycling,LDPE,Bottle,Central,329.02697096557483
2014,Mechanical recycling,PP,Film,Central,18735.0
2015,Mechanical recycling,PP,Film,Central,18980.265213000002
2016,Mechanical recycling,PP,Film,Central,18001.99821735294
2017,Mechanical recycling,PP,Film,Central,16873.570303344182
2018,Mechanical recycling,PP,Film,Central,20020.5724055452
2019,Mechanical recycling,PP,Film,Central,22234.51579025259
2020,Mechanical recycling,PP,Film,Central,21341.36797872595
2021,Mechanical recycling,PP,Film,Central,17937.32841606514
2022,Mechanical recycling,PP,Film,Central,40823.51914981728
2023,Mechanical recycling,PP,Film,Central,54539.436648276
2024,Mechanical recycling,PP,Film,Central,32243.590014399808
2025,Mechanical recycling,PP,Film,Central,37850.18749920157
2026,Mechanical recycling,PP,Film,Central,38080.32079960736
2027,Mechanical recycling,PP,Film,Central,38267.581239541214
2028,Mechanical recycling,PP,Film,Central,38411.318288212846
2029,Mechanical recycling,PP,Film,Central,38510.59248654297
2030,Mechanical recycling,PP,Film,Central,38603.94285229419
2031,Mechanical recycling,PP,Film,Central,38691.340000161654
2032,Mechanical recycling,PP,Film,Central,38772.8806567738
2033,Mechanical recycling,PP,Film,Central,38848.769920674975
2034,Mechanical recycling,PP,Film,Central,38919.08046607747
2035,Mechanical recycling,PP,Film,Central,38984.01214026282
2036,Mechanical recycling,PP,Film,Central,39043.92646410645
2037,Mechanical recycling,PP,Film,Central,39099.83372071403
2038,Mechanical recycling,PP,Film,Central,39152.803916102515
2039,Mechanical recycling,PP,Film,Central,39203.28253693504
2040,Mechanical recycling,PP,Film,Central,39251.576741273064
2041,Mechanical recycling,PP,Film,Central,39297.864799965966
2042,Mechanical recycling,PP,Film,Central,39341.93949219739
2014,sent for sorting,Other,PTT,Central,817.561146
2015,sent for sorting,Other,PTT,Central,845.6766758159999
2016,sent for sorting,Other,PTT,Central,959.5918240047156
2017,sent for sorting,Other,PTT,Central,986.2092300355235
2018,sent for sorting,Other,PTT,Central,912.2472468259717
2019,sent for sorting,Other,PTT,Central,937.6437801075701
2020,sent for sorting,Other,PTT,Central,1138.600946622914
2021,sent for sorting,Other,PTT,Central,1105.3196531801586
2022,sent for sorting,Other,PTT,Central,1777.6046463261612
2023,sent for sorting,Other,PTT,Central,2729.4237687293444
2024,sent for sorting,Other,PTT,Central,6282.253160334538
2025,sent for sorting,Other,PTT,Central,10018.761736555374
2026,sent for sorting,Other,PTT,Central,3406.863216287849
2027,sent for sorting,Other,PTT,Central,3691.8042103879257
2028,sent for sorting,Other,PTT,Central,3714.0105650611026
2029,sent for sorting,Other,PTT,Central,3732.2839118391626
2030,sent for sorting,Other,PTT,Central,3746.3030612391867
2031,sent for sorting,Other,PTT,Central,3755.985709716144
2032,sent for sorting,Other,PTT,Central,3765.090464917901
2033,sent for sorting,Other,PTT,Central,3773.6144591452835
2034,sent for sorting,Other,PTT,Central,3781.5672644120796
2035,sent for sorting,Other,PTT,Central,3788.9688800865256
2036,sent for sorting,Other,PTT,Central,3795.826394461818
2037,sent for sorting,Other,PTT,Central,3802.1593012218036
2038,sent for sorting,Other,PTT,Central,3808.0028572135425
2039,sent for sorting,Other,PTT,Central,3813.4555946556043
